0.666333873045469,1.79829389227708e+32,1.42498898830666e+25
0.480923995838235,1.5610078142827e+32,1.57087533419702e+25
0.447808796597501,1.56925118637024e+32,1.48881096877628e+25
0.454105367476218,1.3209828231631e+32,1.53387652035585e+25
0.31297470417725,1.25780056214983e+32,1.44975546469778e+25
0.210217564340609,1.08957584164214e+32,1.57709357866908e+25
0.168680129314847,8.73003101803118e+31,1.67616729195207e+25
0.454899032039306,1.16058359665736e+32,1.74780985831568e+25
0.475603787634914,1.61745904514784e+32,1.80992275739789e+25
0.464011156660946,1.29599905740162e+32,1.83954457706232e+25
0.377557675279459,1.36733816712005e+32,1.82585901587184e+25
0.318494371635542,1.06359328694132e+32,1.76190235293117e+25
0.363076004065355,1.20393833176162e+32,1.83969230890071e+25
0.223599674522498,1.15693953966406e+32,1.63391501190629e+25
0.510237952271094,8.82724261994064e+31,1.48263340804333e+25
0.325365226703785,9.44166890395495e+31,1.34212741550824e+25
0.391039489689522,1.13613823739511e+32,1.44923252998402e+25
0.385972313199865,1.04561496620222e+32,1.32640897193076e+25
0.415233128546482,1.18572719451065e+32,1.54118337528007e+25
0.547988485607484,1.24323504200953e+32,1.4005533522358e+25
0.41044884836467,1.56244647355448e+32,1.29318594177587e+25
0.370298560684834,1.33065165592522e+32,1.32478744250463e+25
0.335230113502601,1.01402084560168e+32,1.37708407903648e+25
0.140418068895583,8.61880602719452e+31,1.32642840795573e+25
0.59597531193303,9.79925427166745e+31,1.37826658681712e+25
0.684532836849953,1.90948145487569e+32,1.32876851681851e+25
0.867149141701271,1.86936978847989e+32,1.27098898892536e+25
0.907233771775356,2.21527228203092e+32,1.27103788549911e+25
0.991515406707831,2.25580307668639e+32,1.27149389635398e+25
0.965931677551567,1.77541026651653e+32,1.33803258312284e+25
0.80822043235215,1.6691158470799e+32,1.37938827107696e+25
0.733923206775553,2.02965276467364e+32,1.55823602394642e+25
0.824328226755703,2.28202288386301e+32,1.5271154965946e+25
0.695743984425394,2.14345313840985e+32,1.47195508879762e+25
0.806235393935402,2.29844934918621e+32,1.53591655837075e+25
0.783357231554048,1.91393517652155e+32,1.36954625315227e+25
0.589891509065569,1.66962796691824e+32,1.45053448144347e+25
0.597604815181079,1.61386922101516e+32,1.34757795232271e+25
0.688783776242254,1.88823948843729e+32,1.28236106976548e+25
0.669623684073717,2.07100482863876e+32,1.39915428013748e+25
0.612469074161199,1.92795325684986e+32,1.43428942830752e+25
0.718926503337165,2.03401414330817e+32,1.57740013141631e+25
0.628115941165891,1.92206463756002e+32,1.46286499165225e+25
0.647777494904017,2.06029606855548e+32,1.46757887318408e+25
0.631871892779296,1.76732262751289e+32,1.47523117041502e+25
0.804674928348687,2.22983922557175e+32,1.37152803129067e+25
0.791266712654333,2.15957280152387e+32,1.23430355719665e+25
