0	4
1	4.75819
2	3.89237
3	2.09658
4	1.23246
5	1.99692
6	3.15108
7	3.30152
8	2.74709
9	2.8711
10	3.99322
11	4.73895
12	3.87008
13	2.0747
14	1.21428
15	1.99137
16	3.16664
17	3.33419
18	2.77919
19	2.88509
20	3.98562
21	4.71902
22	3.84753
23	2.05312
24	1.19682
25	1.98664
26	3.18281
27	3.36706
28	2.81102
29	2.89843
30	3.97719
31	4.69843
32	3.82475
33	2.03188
34	1.1801
35	1.98273
36	3.19956
37	3.4001
38	2.84256
39	2.91111
40	3.96795
41	4.67717
42	3.80176
43	2.01098
44	1.16412
45	1.97965
46	3.21689
47	3.43328
48	2.87378
49	2.92311
50	3.9579
51	4.65527
52	3.7786
53	1.99046
54	1.14891
55	1.97737
56	3.23477
57	3.46659
58	2.90466
59	2.93442
60	3.94703
61	4.63275
62	3.75527
63	1.97032
64	1.13446
65	1.97591
66	3.2532
67	3.49999
68	2.93519
69	2.94504
70	3.93535
71	4.60961
72	3.73181
73	1.9506
74	1.1208
75	1.97526
76	3.27215
77	3.53347
78	2.96534
79	2.95494
80	3.92287
81	4.58589
82	3.70823
83	1.93132
84	1.10792
85	1.97542
86	3.2916
87	3.56699
88	2.9951
89	2.96413
90	3.9096
91	4.56159
92	3.68456
93	1.91248
94	1.09585
95	1.97637
96	3.31155
97	3.60055
98	3.02443
99	2.9726
100	3.89553
101	4.53674
102	3.66082
103	1.89412
104	1.08459
105	1.97812
106	3.33197
107	3.63411
108	3.05332
109	2.98033
110	3.88067
111	4.51135
112	3.63705
113	1.87625
114	1.07414
115	1.98066
116	3.35283
117	3.66765
118	3.08176
119	2.98732
120	3.86504
121	4.48544
122	3.61325
123	1.85889
124	1.06451
125	1.98397
126	3.37414
127	3.70115
128	3.10972
129	2.99356
130	3.84863
131	4.45903
132	3.58945
133	1.84206
134	1.05572
135	1.98806
136	3.39585
137	3.73458
138	3.13718
139	2.99905
140	3.83146
141	4.43215
142	3.56568
143	1.82578
144	1.04777
145	1.99292
146	3.41796
147	3.76791
148	3.16413
149	3.00377
150	3.81354
151	4.4048
152	3.54196
153	1.81007
154	1.04065
155	1.99853
156	3.44044
157	3.80114
158	3.19054
159	3.00773
160	3.79488
161	4.37702
162	3.51831
163	1.79493
164	1.03439
165	2.00488
166	3.46328
167	3.83422
168	3.21641
169	3.01092
170	3.77549
171	4.34882
172	3.49476
173	1.7804
174	1.02897
175	2.01197
176	3.48645
177	3.86714
178	3.2417
179	3.01333
180	3.75537
181	4.32022
182	3.47132
183	1.76648
184	1.02441
185	2.01979
186	3.50993
187	3.89988
188	3.26642
189	3.01497
190	3.73454
191	4.29125
192	3.44803
193	1.75319
194	1.02071
195	2.02832
196	3.5337
197	3.93241
198	3.29053
199	3.01583
200	3.71302
201	4.26193
202	3.42491
203	1.74055
204	1.01786
205	2.03755
206	3.55774
207	3.96471
208	3.31403
209	3.01591
210	3.69081
211	4.23228
212	3.40197
213	1.72857
214	1.01588
215	2.04747
216	3.58202
217	3.99675
218	3.33691
219	3.01521
220	3.66793
221	4.20231
222	3.37924
223	1.71727
224	1.01476
225	2.05807
226	3.60653
227	4.02852
228	3.35913
229	3.01373
230	3.64438
231	4.17206
232	3.35674
233	1.70665
234	1.0145
235	2.06933
236	3.63125
237	4.05998
238	3.3807
239	3.01146
240	3.6202
241	4.14155
242	3.3345
243	1.69674
244	1.0151
245	2.08123
246	3.65614
247	4.09113
248	3.4016
249	3.00842
250	3.59539
251	4.1108
252	3.31253
253	1.68754
254	1.01656
255	2.09377
256	3.68119
257	4.12193
258	3.42181
259	3.00459
260	3.56996
261	4.07982
262	3.29086
263	1.67906
264	1.01888
265	2.10693
266	3.70637
267	4.15236
268	3.44133
269	2.99999
270	3.54394
271	4.04866
272	3.26951
273	1.67133
274	1.02206
275	2.1207
276	3.73167
277	4.18241
278	3.46014
279	2.99462
280	3.51734
281	4.01732
282	3.2485
283	1.66434
284	1.02608
285	2.13504
286	3.75705
287	4.21204
288	3.47823
289	2.98848
290	3.49017
291	3.98584
292	3.22784
293	1.65812
294	1.03096
295	2.14996
296	3.7825
297	4.24125
298	3.49559
299	2.98157
300	3.46246
301	3.95423
302	3.20757
303	1.65266
304	1.03667
305	2.16543
306	3.80799
307	4.27001
308	3.51221
309	2.9739
310	3.43421
311	3.92251
312	3.1877
313	1.64798
314	1.04323
315	2.18144
316	3.83349
317	4.2983
318	3.52809
319	2.96548
320	3.40546
321	3.89073
322	3.16826
323	1.64409
324	1.05062
325	2.19796
326	3.85899
327	4.32609
328	3.5432
329	2.9563
330	3.37622
331	3.85889
332	3.14925
333	1.64099
334	1.05883
335	2.21498
336	3.88447
337	4.35338
338	3.55756
339	2.94639
340	3.3465
341	3.82701
342	3.1307
343	1.63869
344	1.06786
345	2.23249
346	3.90989
347	4.38014
348	3.57114
349	2.93575
350	3.31633
351	3.79514
352	3.11263
353	1.6372
354	1.0777
355	2.25045
356	3.93523
357	4.40635
358	3.58394
359	2.92438
360	3.28573
361	3.76328
362	3.09505
363	1.63652
364	1.08834
365	2.26885
366	3.96048
367	4.43199
368	3.59596
369	2.91229
370	3.25472
371	3.73146
372	3.07799
373	1.63666
374	1.09978
375	2.28767
376	3.9856
377	4.45706
378	3.60719
379	2.8995
380	3.22331
381	3.6997
382	3.06145
383	1.63763
384	1.11199
385	2.3069
386	4.01058
387	4.48152
388	3.61763
389	2.88601
390	3.19154
391	3.66804
392	3.04547
393	1.63942
394	1.12498
395	2.3265
396	4.03539
397	4.50536
398	3.62726
399	2.87183
400	3.15941
401	3.63648
402	3.03005
403	1.64204
404	1.13873
405	2.34646
406	4.06001
407	4.52857
408	3.6361
409	2.85698
410	3.12696
411	3.60506
412	3.01521
413	1.64549
414	1.15323
415	2.36676
416	4.08442
417	4.55112
418	3.64413
419	2.84147
420	3.0942
421	3.5738
422	3.00096
423	1.64978
424	1.16847
425	2.38738
426	4.10858
427	4.57302
428	3.65135
429	2.82531
430	3.06116
431	3.54272
432	2.98732
433	1.6549
434	1.18443
435	2.40829
436	4.13249
437	4.59423
438	3.65777
439	2.80851
440	3.02785
441	3.51184
442	2.97431
443	1.66086
444	1.20111
445	2.42947
446	4.15611
447	4.61474
448	3.66338
449	2.79108
450	2.99431
451	3.48119
452	2.96194
453	1.66765
454	1.21848
455	2.45091
456	4.17943
457	4.63455
458	3.66819
459	2.77305
460	2.96055
461	3.45079
462	2.95021
463	1.67528
464	1.23653
465	2.47257
466	4.20243
467	4.65364
468	3.67218
469	2.75442
470	2.92659
471	3.42066
472	2.93915
473	1.68374
474	1.25526
475	2.49444
476	4.22507
477	4.67199
478	3.67537
479	2.73522
480	2.89247
481	3.39082
482	2.92877
483	1.69303
484	1.27463
485	2.51649
486	4.24735
487	4.68959
488	3.67776
489	2.71545
490	2.8582
491	3.3613
492	2.91907
493	1.70315
494	1.29464
495	2.53869
496	4.26923
497	4.70644
498	3.67934
499	2.69513
500	2.8238
501	3.33211
502	2.91007
503	1.71409
504	1.31527
505	2.56104
506	4.2907
507	4.72252
508	3.68013
509	2.67428
510	2.78931
511	3.30328
512	2.90178
513	1.72586
514	1.33651
515	2.5835
516	4.31174
517	4.73781
518	3.68012
519	2.65292
520	2.75474
521	3.27482
522	2.89421
523	1.73843
524	1.35833
525	2.60605
526	4.33233
527	4.75232
528	3.67933
529	2.63107
530	2.72012
531	3.24677
532	2.88736
533	1.75182
534	1.38072
535	2.62867
536	4.35244
537	4.76603
538	3.67775
539	2.60873
540	2.68547
541	3.21913
542	2.88125
543	1.76601
544	1.40366
545	2.65133
546	4.37207
547	4.77893
548	3.6754
549	2.58594
550	2.65081
551	3.19193
552	2.87589
553	1.781
554	1.42713
555	2.67401
556	4.39118
557	4.79102
558	3.67228
559	2.5627
560	2.61617
561	3.16518
562	2.87127
563	1.79678
564	1.45111
565	2.6967
566	4.40976
567	4.80229
568	3.66839
569	2.53905
570	2.58158
571	3.13891
572	2.86742
573	1.81334
574	1.47559
575	2.71935
576	4.42779
577	4.81273
578	3.66375
579	2.51499
580	2.54705
581	3.11314
582	2.86432
583	1.83067
584	1.50053
585	2.74195
586	4.44525
587	4.82233
588	3.65836
589	2.49055
590	2.51261
591	3.08788
592	2.86199
593	1.84876
594	1.52593
595	2.76449
596	4.46214
597	4.8311
598	3.65223
599	2.46575
600	2.47829
601	3.06315
602	2.86044
603	1.8676
604	1.55176
605	2.78692
606	4.47842
607	4.83902
608	3.64538
609	2.44061
610	2.4441
611	3.03896
612	2.85967
613	1.88719
614	1.57801
615	2.80924
616	4.49408
617	4.84609
618	3.63781
619	2.41515
620	2.41007
621	3.01534
622	2.85967
623	1.9075
624	1.60464
625	2.83142
626	4.50911
627	4.85232
628	3.62953
629	2.38939
630	2.37623
631	2.9923
632	2.86046
633	1.92854
634	1.63164
635	2.85343
636	4.52349
637	4.85769
638	3.62056
639	2.36336
640	2.3426
641	2.96986
642	2.86203
643	1.95028
644	1.65898
645	2.87526
646	4.53721
647	4.8622
648	3.61091
649	2.33707
650	2.30919
651	2.94802
652	2.86439
653	1.97271
654	1.68666
655	2.89687
656	4.55024
657	4.86586
658	3.60059
659	2.31055
660	2.27604
661	2.92681
662	2.86753
663	1.99583
664	1.71463
665	2.91826
666	4.56259
667	4.86866
668	3.58962
669	2.28382
670	2.24317
671	2.90624
672	2.87146
673	2.01961
674	1.74288
675	2.93939
676	4.57423
